name,value,type
Ether,13.491,crypto
Litecoin,224.337,crypto
Bitcoin Cash,156.875,crypto
Binance Coin,59.516,crypto
EOS,16594.731,crypto
XRP,44182.531,crypto
Lumens,200762.367,crypto
Chainlink,2495.084,crypto
Polkadot,3240.86,crypto
Yearn.finance,2.491,crypto
US Dollar,17180.705,fiat
United Arab Emirates Dirham,63104.732,fiat
Argentine Peso,2919488.396,fiat
Australian Dollar,25276.89,fiat
Bangladeshi Taka,1776864.284,fiat
Bahraini Dinar,6467.298,fiat
Bermudian Dollar,17180.705,fiat
Brazil Real,89992.537,fiat
Canadian Dollar,23584.813,fiat
Swiss Franc,16065.695,fiat
Chilean Peso,14807706.764,fiat
Chinese Yuan,119538.197,fiat
Czech Koruna,395879.542,fiat
Danish Krone,121330.144,fiat
Euro,16298.167,fiat
British Pound Sterling,14016.483,fiat
Hong Kong Dollar,133769.834,fiat
Hungarian Forint,6827956.121,fiat
Indonesian Rupiah,268070553.493,fiat
Israeli New Shekel,58741.692,fiat
Indian Rupee,1416397.148,fiat
Japanese Yen,2346454.693,fiat
South Korean Won,22408279.228,fiat
Kuwaiti Dinar,5270.714,fiat
Sri Lankan Rupee,6318316.219,fiat
Burmese Kyat,36104656.81,fiat
Mexican Peso,339782.819,fiat
Malaysian Ringgit,75655.238,fiat
Nigerian Naira,7624898.814,fiat
Norwegian Krone,171899.834,fiat
New Zealand Dollar,26790.441,fiat
Philippine Peso,951381.569,fiat
Pakistani Rupee,3863195.602,fiat
Polish Zloty,76497.951,fiat
Russian Ruble,1074051.861,fiat
Saudi Riyal,64601.223,fiat
Swedish Krona,177822.882,fiat
Singapore Dollar,23297.037,fiat
Thai Baht,594877.765,fiat
Turkish Lira,320439.063,fiat
New Taiwan Dollar,527597.141,fiat
Ukrainian hryvnia,631744.673,fiat
Venezuelan bolívar fuerte,1720.304,fiat
Vietnamese đồng,408900799.406,fiat
South African Rand,298160.669,fiat
IMF Special Drawing Rights,12972.068,fiat
Silver - Troy Ounce,731.717,commodity
Gold - Troy Ounce,9.559,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.493,crypto
Litecoin,224.349,crypto
Bitcoin Cash,156.873,crypto
Binance Coin,59.513,crypto
EOS,16594.228,crypto
XRP,44182.398,crypto
Lumens,200736.38,crypto
Chainlink,2494.768,crypto
Polkadot,3241.694,crypto
Yearn.finance,2.492,crypto
US Dollar,17179.455,fiat
United Arab Emirates Dirham,63100.139,fiat
Argentine Peso,2919275.91,fiat
Australian Dollar,25275.05,fiat
Bangladeshi Taka,1776734.96,fiat
Bahraini Dinar,6466.828,fiat
Bermudian Dollar,17179.455,fiat
Brazil Real,89985.987,fiat
Canadian Dollar,23583.097,fiat
Swiss Franc,16064.525,fiat
Chilean Peso,14806629.031,fiat
Chinese Yuan,119529.496,fiat
Czech Koruna,395850.729,fiat
Danish Krone,121321.314,fiat
Euro,16296.981,fiat
British Pound Sterling,14015.463,fiat
Hong Kong Dollar,133760.098,fiat
Hungarian Forint,6827459.17,fiat
Indonesian Rupiah,268051042.81,fiat
Israeli New Shekel,58737.417,fiat
Indian Rupee,1416294.06,fiat
Japanese Yen,2346283.913,fiat
South Korean Won,22406648.311,fiat
Kuwaiti Dinar,5270.33,fiat
Sri Lankan Rupee,6317856.36,fiat
Burmese Kyat,36102029.045,fiat
Mexican Peso,339758.089,fiat
Malaysian Ringgit,75649.731,fiat
Nigerian Naira,7624343.86,fiat
Norwegian Krone,171887.323,fiat
New Zealand Dollar,26788.491,fiat
Philippine Peso,951312.326,fiat
Pakistani Rupee,3862914.432,fiat
Polish Zloty,76492.384,fiat
Russian Ruble,1073973.689,fiat
Saudi Riyal,64596.521,fiat
Swedish Krona,177809.94,fiat
Singapore Dollar,23295.341,fiat
Thai Baht,594834.469,fiat
Turkish Lira,320415.74,fiat
New Taiwan Dollar,527558.742,fiat
Ukrainian hryvnia,631698.694,fiat
Venezuelan bolívar fuerte,1720.178,fiat
Vietnamese đồng,408871038.832,fiat
South African Rand,298138.969,fiat
IMF Special Drawing Rights,12971.124,fiat
Silver - Troy Ounce,731.664,commodity
Gold - Troy Ounce,9.558,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.494,crypto
Litecoin,224.354,crypto
Bitcoin Cash,156.791,crypto
Binance Coin,59.517,crypto
EOS,16595.219,crypto
XRP,44180.51,crypto
Lumens,200732.989,crypto
Chainlink,2494.079,crypto
Polkadot,3241.8,crypto
Yearn.finance,2.491,crypto
US Dollar,17171.661,fiat
United Arab Emirates Dirham,63071.513,fiat
Argentine Peso,2917951.556,fiat
Australian Dollar,25263.584,fiat
Bangladeshi Taka,1775928.929,fiat
Bahraini Dinar,6463.894,fiat
Bermudian Dollar,17171.661,fiat
Brazil Real,89945.164,fiat
Canadian Dollar,23572.398,fiat
Swiss Franc,16057.238,fiat
Chilean Peso,14799911.876,fiat
Chinese Yuan,119475.271,fiat
Czech Koruna,395671.148,fiat
Danish Krone,121266.275,fiat
Euro,16289.587,fiat
British Pound Sterling,14009.105,fiat
Hong Kong Dollar,133699.417,fiat
Hungarian Forint,6824361.834,fiat
Indonesian Rupiah,267929439.136,fiat
Israeli New Shekel,58710.77,fiat
Indian Rupee,1415651.546,fiat
Japanese Yen,2345219.501,fiat
South Korean Won,22396483.341,fiat
Kuwaiti Dinar,5267.939,fiat
Sri Lankan Rupee,6314990.21,fiat
Burmese Kyat,36085651.047,fiat
Mexican Peso,339603.955,fiat
Malaysian Ringgit,75615.412,fiat
Nigerian Naira,7620885.01,fiat
Norwegian Krone,171809.345,fiat
New Zealand Dollar,26776.338,fiat
Philippine Peso,950880.755,fiat
Pakistani Rupee,3861161.987,fiat
Polish Zloty,76457.682,fiat
Russian Ruble,1073486.472,fiat
Saudi Riyal,64567.217,fiat
Swedish Krona,177729.275,fiat
Singapore Dollar,23284.773,fiat
Thai Baht,594564.617,fiat
Turkish Lira,320270.381,fiat
New Taiwan Dollar,527319.41,fiat
Ukrainian hryvnia,631412.118,fiat
Venezuelan bolívar fuerte,1719.398,fiat
Vietnamese đồng,408685550.948,fiat
South African Rand,298003.715,fiat
IMF Special Drawing Rights,12965.24,fiat
Silver - Troy Ounce,731.332,commodity
Gold - Troy Ounce,9.554,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.493,crypto
Litecoin,224.36,crypto
Bitcoin Cash,156.784,crypto
Binance Coin,59.514,crypto
EOS,16585.27,crypto
XRP,44177.813,crypto
Lumens,200733.751,crypto
Chainlink,2493.802,crypto
Polkadot,3241.82,crypto
Yearn.finance,2.491,crypto
US Dollar,17181.624,fiat
United Arab Emirates Dirham,63108.107,fiat
Argentine Peso,2919644.532,fiat
Australian Dollar,25278.241,fiat
Bangladeshi Taka,1776959.311,fiat
Bahraini Dinar,6467.644,fiat
Bermudian Dollar,17181.624,fiat
Brazil Real,89997.35,fiat
Canadian Dollar,23586.075,fiat
Swiss Franc,16066.554,fiat
Chilean Peso,14808498.687,fiat
Chinese Yuan,119544.59,fiat
Czech Koruna,395900.714,fiat
Danish Krone,121336.633,fiat
Euro,16299.038,fiat
British Pound Sterling,14017.233,fiat
Hong Kong Dollar,133776.988,fiat
Hungarian Forint,6828321.284,fiat
Indonesian Rupiah,268084890.034,fiat
Israeli New Shekel,58744.833,fiat
Indian Rupee,1416472.898,fiat
Japanese Yen,2346580.182,fiat
South Korean Won,22409477.634,fiat
Kuwaiti Dinar,5270.996,fiat
Sri Lankan Rupee,6318654.125,fiat
Burmese Kyat,36106587.705,fiat
Mexican Peso,339800.991,fiat
Malaysian Ringgit,75659.284,fiat
Nigerian Naira,7625306.597,fiat
Norwegian Krone,171909.027,fiat
New Zealand Dollar,26791.874,fiat
Philippine Peso,951432.45,fiat
Pakistani Rupee,3863402.208,fiat
Polish Zloty,76502.043,fiat
Russian Ruble,1074109.301,fiat
Saudi Riyal,64604.678,fiat
Swedish Krona,177832.392,fiat
Singapore Dollar,23298.283,fiat
Thai Baht,594909.579,fiat
Turkish Lira,320456.2,fiat
New Taiwan Dollar,527625.358,fiat
Ukrainian hryvnia,631778.459,fiat
Venezuelan bolívar fuerte,1720.396,fiat
Vietnamese đồng,408922667.615,fiat
South African Rand,298176.615,fiat
IMF Special Drawing Rights,12972.762,fiat
Silver - Troy Ounce,731.756,commodity
Gold - Troy Ounce,9.56,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.49,crypto
Litecoin,224.383,crypto
Bitcoin Cash,156.782,crypto
Binance Coin,59.525,crypto
EOS,16579.533,crypto
XRP,44181.189,crypto
Lumens,200733.438,crypto
Chainlink,2493.451,crypto
Polkadot,3241.57,crypto
Yearn.finance,2.493,crypto
US Dollar,17182.954,fiat
United Arab Emirates Dirham,63112.992,fiat
Argentine Peso,2919870.529,fiat
Australian Dollar,25280.198,fiat
Bangladeshi Taka,1777096.858,fiat
Bahraini Dinar,6468.145,fiat
Bermudian Dollar,17182.954,fiat
Brazil Real,90004.316,fiat
Canadian Dollar,23587.9,fiat
Swiss Franc,16067.798,fiat
Chilean Peso,14809644.948,fiat
Chinese Yuan,119553.843,fiat
Czech Koruna,395931.359,fiat
Danish Krone,121346.025,fiat
Euro,16300.3,fiat
British Pound Sterling,14018.318,fiat
Hong Kong Dollar,133787.344,fiat
Hungarian Forint,6828849.834,fiat
Indonesian Rupiah,268105641.313,fiat
Israeli New Shekel,58749.381,fiat
Indian Rupee,1416582.541,fiat
Japanese Yen,2346761.821,fiat
South Korean Won,22411212.253,fiat
Kuwaiti Dinar,5271.404,fiat
Sri Lankan Rupee,6319143.225,fiat
Burmese Kyat,36109382.558,fiat
Mexican Peso,339827.293,fiat
Malaysian Ringgit,75665.14,fiat
Nigerian Naira,7625896.839,fiat
Norwegian Krone,171922.334,fiat
New Zealand Dollar,26793.948,fiat
Philippine Peso,951506.096,fiat
Pakistani Rupee,3863701.257,fiat
Polish Zloty,76507.964,fiat
Russian Ruble,1074192.443,fiat
Saudi Riyal,64609.679,fiat
Swedish Krona,177846.158,fiat
Singapore Dollar,23300.086,fiat
Thai Baht,594955.629,fiat
Turkish Lira,320481.005,fiat
New Taiwan Dollar,527666.199,fiat
Ukrainian hryvnia,631827.363,fiat
Venezuelan bolívar fuerte,1720.529,fiat
Vietnamese đồng,408954320.531,fiat
South African Rand,298199.696,fiat
IMF Special Drawing Rights,12973.766,fiat
Silver - Troy Ounce,731.813,commodity
Gold - Troy Ounce,9.56,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,224.396,crypto
Bitcoin Cash,156.784,crypto
Binance Coin,59.541,crypto
EOS,16580.474,crypto
XRP,44184.971,crypto
Lumens,200758.93,crypto
Chainlink,2493.092,crypto
Polkadot,3242.266,crypto
Yearn.finance,2.494,crypto
US Dollar,17179.313,fiat
United Arab Emirates Dirham,63099.616,fiat
Argentine Peso,2919251.724,fiat
Australian Dollar,25274.841,fiat
Bangladeshi Taka,1776720.24,fiat
Bahraini Dinar,6466.774,fiat
Bermudian Dollar,17179.313,fiat
Brazil Real,89985.241,fiat
Canadian Dollar,23582.902,fiat
Swiss Franc,16064.392,fiat
Chilean Peso,14806506.359,fiat
Chinese Yuan,119528.506,fiat
Czech Koruna,395847.449,fiat
Danish Krone,121320.308,fiat
Euro,16296.846,fiat
British Pound Sterling,14015.347,fiat
Hong Kong Dollar,133758.99,fiat
Hungarian Forint,6827402.605,fiat
Indonesian Rupiah,268048822.021,fiat
Israeli New Shekel,58736.93,fiat
Indian Rupee,1416282.326,fiat
Japanese Yen,2346264.474,fiat
South Korean Won,22406462.673,fiat
Kuwaiti Dinar,5270.286,fiat
Sri Lankan Rupee,6317804.017,fiat
Burmese Kyat,36101729.942,fiat
Mexican Peso,339755.274,fiat
Malaysian Ringgit,75649.105,fiat
Nigerian Naira,7624280.692,fiat
Norwegian Krone,171885.899,fiat
New Zealand Dollar,26788.269,fiat
Philippine Peso,951304.444,fiat
Pakistani Rupee,3862882.428,fiat
Polish Zloty,76491.75,fiat
Russian Ruble,1073964.791,fiat
Saudi Riyal,64595.986,fiat
Swedish Krona,177808.467,fiat
Singapore Dollar,23295.148,fiat
Thai Baht,594829.54,fiat
Turkish Lira,320413.086,fiat
New Taiwan Dollar,527554.371,fiat
Ukrainian hryvnia,631693.46,fiat
Venezuelan bolívar fuerte,1720.164,fiat
Vietnamese đồng,408867651.355,fiat
South African Rand,298136.499,fiat
IMF Special Drawing Rights,12971.017,fiat
Silver - Troy Ounce,731.657,commodity
Gold - Troy Ounce,9.558,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.488,crypto
Litecoin,224.378,crypto
Bitcoin Cash,156.775,crypto
Binance Coin,59.539,crypto
EOS,16579.012,crypto
XRP,44181.919,crypto
Lumens,200760.762,crypto
Chainlink,2493.444,crypto
Polkadot,3242.021,crypto
Yearn.finance,2.494,crypto
US Dollar,17181.925,fiat
United Arab Emirates Dirham,63109.211,fiat
Argentine Peso,2919695.613,fiat
Australian Dollar,25278.684,fiat
Bangladeshi Taka,1776990.4,fiat
Bahraini Dinar,6467.757,fiat
Bermudian Dollar,17181.925,fiat
Brazil Real,89998.924,fiat
Canadian Dollar,23586.487,fiat
Swiss Franc,16066.835,fiat
Chilean Peso,14808757.771,fiat
Chinese Yuan,119546.681,fiat
Czech Koruna,395907.64,fiat
Danish Krone,121338.756,fiat
Euro,16299.324,fiat
British Pound Sterling,14017.478,fiat
Hong Kong Dollar,133779.329,fiat
Hungarian Forint,6828440.749,fiat
Indonesian Rupiah,268089580.342,fiat
Israeli New Shekel,58745.861,fiat
Indian Rupee,1416497.68,fiat
Japanese Yen,2346621.237,fiat
South Korean Won,22409869.701,fiat
Kuwaiti Dinar,5271.088,fiat
Sri Lankan Rupee,6318764.674,fiat
Burmese Kyat,36107219.411,fiat
Mexican Peso,339806.936,fiat
Malaysian Ringgit,75660.608,fiat
Nigerian Naira,7625440.007,fiat
Norwegian Krone,171912.035,fiat
New Zealand Dollar,26792.343,fiat
Philippine Peso,951449.095,fiat
Pakistani Rupee,3863469.801,fiat
Polish Zloty,76503.381,fiat
Russian Ruble,1074128.094,fiat
Saudi Riyal,64605.808,fiat
Swedish Krona,177835.504,fiat
Singapore Dollar,23298.69,fiat
Thai Baht,594919.988,fiat
Turkish Lira,320461.806,fiat
New Taiwan Dollar,527634.589,fiat
Ukrainian hryvnia,631789.513,fiat
Venezuelan bolívar fuerte,1720.426,fiat
Vietnamese đồng,408929821.967,fiat
South African Rand,298181.832,fiat
IMF Special Drawing Rights,12972.989,fiat
Silver - Troy Ounce,731.769,commodity
Gold - Troy Ounce,9.56,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.49,crypto
Litecoin,224.445,crypto
Bitcoin Cash,156.775,crypto
Binance Coin,59.543,crypto
EOS,16582.728,crypto
XRP,44187.135,crypto
Lumens,200778.191,crypto
Chainlink,2493.665,crypto
Polkadot,3243.995,crypto
Yearn.finance,2.491,crypto
US Dollar,17175.518,fiat
United Arab Emirates Dirham,63085.68,fiat
Argentine Peso,2918606.955,fiat
Australian Dollar,25269.258,fiat
Bangladeshi Taka,1776327.819,fiat
Bahraini Dinar,6465.346,fiat
Bermudian Dollar,17175.518,fiat
Brazil Real,89965.367,fiat
Canadian Dollar,23577.693,fiat
Swiss Franc,16060.844,fiat
Chilean Peso,14803236.077,fiat
Chinese Yuan,119502.106,fiat
Czech Koruna,395760.019,fiat
Danish Krone,121293.513,fiat
Euro,16293.246,fiat
British Pound Sterling,14012.251,fiat
Hong Kong Dollar,133729.447,fiat
Hungarian Forint,6825894.651,fiat
Indonesian Rupiah,267989618.646,fiat
Israeli New Shekel,58723.957,fiat
Indian Rupee,1415969.515,fiat
Japanese Yen,2345746.26,fiat
South Korean Won,22401513.805,fiat
Kuwaiti Dinar,5269.122,fiat
Sri Lankan Rupee,6316408.617,fiat
Burmese Kyat,36093756.229,fiat
Mexican Peso,339680.233,fiat
Malaysian Ringgit,75632.396,fiat
Nigerian Naira,7622596.734,fiat
Norwegian Krone,171847.935,fiat
New Zealand Dollar,26782.353,fiat
Philippine Peso,951094.332,fiat
Pakistani Rupee,3862029.241,fiat
Polish Zloty,76474.855,fiat
Russian Ruble,1073727.587,fiat
Saudi Riyal,64581.719,fiat
Swedish Krona,177769.195,fiat
Singapore Dollar,23290.003,fiat
Thai Baht,594698.162,fiat
Turkish Lira,320342.317,fiat
New Taiwan Dollar,527437.851,fiat
Ukrainian hryvnia,631553.939,fiat
Venezuelan bolívar fuerte,1719.784,fiat
Vietnamese đồng,408777345.624,fiat
South African Rand,298070.65,fiat
IMF Special Drawing Rights,12968.152,fiat
Silver - Troy Ounce,731.496,commodity
Gold - Troy Ounce,9.556,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.495,crypto
Litecoin,224.626,crypto
Bitcoin Cash,156.773,crypto
Binance Coin,59.568,crypto
EOS,16586.295,crypto
XRP,44187.261,crypto
Lumens,200806.972,crypto
Chainlink,2496.136,crypto
Polkadot,3245.877,crypto
Yearn.finance,2.492,crypto
US Dollar,17168.212,fiat
United Arab Emirates Dirham,63058.842,fiat
Argentine Peso,2917365.342,fiat
Australian Dollar,25258.508,fiat
Bangladeshi Taka,1775572.146,fiat
Bahraini Dinar,6462.595,fiat
Bermudian Dollar,17168.212,fiat
Brazil Real,89927.094,fiat
Canadian Dollar,23567.663,fiat
Swiss Franc,16054.012,fiat
Chilean Peso,14796938.585,fiat
Chinese Yuan,119451.268,fiat
Czech Koruna,395591.658,fiat
Danish Krone,121241.913,fiat
Euro,16286.315,fiat
British Pound Sterling,14006.29,fiat
Hong Kong Dollar,133672.557,fiat
Hungarian Forint,6822990.825,fiat
Indonesian Rupiah,267875612.321,fiat
Israeli New Shekel,58698.975,fiat
Indian Rupee,1415367.143,fiat
Japanese Yen,2344748.348,fiat
South Korean Won,22391983.905,fiat
Kuwaiti Dinar,5266.881,fiat
Sri Lankan Rupee,6313721.533,fiat
Burmese Kyat,36078401.468,fiat
Mexican Peso,339535.729,fiat
Malaysian Ringgit,75600.221,fiat
Nigerian Naira,7619353.98,fiat
Norwegian Krone,171774.828,fiat
New Zealand Dollar,26770.959,fiat
Philippine Peso,950689.724,fiat
Pakistani Rupee,3860386.283,fiat
Polish Zloty,76442.322,fiat
Russian Ruble,1073270.809,fiat
Saudi Riyal,64554.245,fiat
Swedish Krona,177693.569,fiat
Singapore Dollar,23280.095,fiat
Thai Baht,594445.169,fiat
Turkish Lira,320206.039,fiat
New Taiwan Dollar,527213.472,fiat
Ukrainian hryvnia,631285.268,fiat
Venezuelan bolívar fuerte,1719.053,fiat
Vietnamese đồng,408603446.34,fiat
South African Rand,297943.847,fiat
IMF Special Drawing Rights,12962.635,fiat
Silver - Troy Ounce,731.185,commodity
Gold - Troy Ounce,9.552,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.495,crypto
Litecoin,224.575,crypto
Bitcoin Cash,156.765,crypto
Binance Coin,59.57,crypto
EOS,16578.888,crypto
XRP,44192.454,crypto
Lumens,200756.047,crypto
Chainlink,2496.165,crypto
Polkadot,3245.029,crypto
Yearn.finance,2.493,crypto
US Dollar,17165.107,fiat
United Arab Emirates Dirham,63047.438,fiat
Argentine Peso,2916837.717,fiat
Australian Dollar,25253.94,fiat
Bangladeshi Taka,1775251.023,fiat
Bahraini Dinar,6461.426,fiat
Bermudian Dollar,17165.107,fiat
Brazil Real,89910.83,fiat
Canadian Dollar,23563.4,fiat
Swiss Franc,16051.108,fiat
Chilean Peso,14794262.464,fiat
Chinese Yuan,119429.665,fiat
Czech Koruna,395520.113,fiat
Danish Krone,121219.985,fiat
Euro,16283.369,fiat
British Pound Sterling,14003.757,fiat
Hong Kong Dollar,133648.381,fiat
Hungarian Forint,6821756.844,fiat
Indonesian Rupiah,267827165.31,fiat
Israeli New Shekel,58688.359,fiat
Indian Rupee,1415111.165,fiat
Japanese Yen,2344324.286,fiat
South Korean Won,22387934.172,fiat
Kuwaiti Dinar,5265.928,fiat
Sri Lankan Rupee,6312579.656,fiat
Burmese Kyat,36071876.46,fiat
Mexican Peso,339474.322,fiat
Malaysian Ringgit,75586.548,fiat
Nigerian Naira,7617975.972,fiat
Norwegian Krone,171743.762,fiat
New Zealand Dollar,26766.117,fiat
Philippine Peso,950517.785,fiat
Pakistani Rupee,3859688.107,fiat
Polish Zloty,76428.497,fiat
Russian Ruble,1073076.701,fiat
Saudi Riyal,64542.57,fiat
Swedish Krona,177661.432,fiat
Singapore Dollar,23275.885,fiat
Thai Baht,594337.66,fiat
Turkish Lira,320148.128,fiat
New Taiwan Dollar,527118.122,fiat
Ukrainian hryvnia,631171.096,fiat
Venezuelan bolívar fuerte,1718.742,fiat
Vietnamese đồng,408529547.804,fiat
South African Rand,297889.962,fiat
IMF Special Drawing Rights,12960.29,fiat
Silver - Troy Ounce,731.052,commodity
Gold - Troy Ounce,9.55,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.494,crypto
Litecoin,224.51,crypto
Bitcoin Cash,156.762,crypto
Binance Coin,59.554,crypto
EOS,16573.61,crypto
XRP,44194.454,crypto
Lumens,200749.185,crypto
Chainlink,2495.605,crypto
Polkadot,3244.756,crypto
Yearn.finance,2.493,crypto
US Dollar,17165.162,fiat
United Arab Emirates Dirham,63047.64,fiat
Argentine Peso,2916847.069,fiat
Australian Dollar,25254.021,fiat
Bangladeshi Taka,1775256.714,fiat
Bahraini Dinar,6461.447,fiat
Bermudian Dollar,17165.162,fiat
Brazil Real,89911.118,fiat
Canadian Dollar,23563.476,fiat
Swiss Franc,16051.16,fiat
Chilean Peso,14794309.894,fiat
Chinese Yuan,119430.048,fiat
Czech Koruna,395521.381,fiat
Danish Krone,121220.374,fiat
Euro,16283.422,fiat
British Pound Sterling,14003.802,fiat
Hong Kong Dollar,133648.81,fiat
Hungarian Forint,6821778.714,fiat
Indonesian Rupiah,267828023.948,fiat
Israeli New Shekel,58688.547,fiat
Indian Rupee,1415115.701,fiat
Japanese Yen,2344331.801,fiat
South Korean Won,22388005.947,fiat
Kuwaiti Dinar,5265.945,fiat
Sri Lankan Rupee,6312599.894,fiat
Burmese Kyat,36071992.104,fiat
Mexican Peso,339475.41,fiat
Malaysian Ringgit,75586.791,fiat
Nigerian Naira,7618000.394,fiat
Norwegian Krone,171744.312,fiat
New Zealand Dollar,26766.203,fiat
Philippine Peso,950520.833,fiat
Pakistani Rupee,3859700.481,fiat
Polish Zloty,76428.742,fiat
Russian Ruble,1073080.141,fiat
Saudi Riyal,64542.777,fiat
Swedish Krona,177662.002,fiat
Singapore Dollar,23275.959,fiat
Thai Baht,594339.565,fiat
Turkish Lira,320149.154,fiat
New Taiwan Dollar,527119.812,fiat
Ukrainian hryvnia,631173.119,fiat
Venezuelan bolívar fuerte,1718.747,fiat
Vietnamese đồng,408530857.525,fiat
South African Rand,297890.917,fiat
IMF Special Drawing Rights,12960.332,fiat
Silver - Troy Ounce,731.055,commodity
Gold - Troy Ounce,9.55,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.493,crypto
Litecoin,224.504,crypto
Bitcoin Cash,156.763,crypto
Binance Coin,59.547,crypto
EOS,16569.847,crypto
XRP,44191.058,crypto
Lumens,200712.795,crypto
Chainlink,2494.682,crypto
Polkadot,3244.942,crypto
Yearn.finance,2.491,crypto
US Dollar,17165.491,fiat
United Arab Emirates Dirham,63048.851,fiat
Argentine Peso,2916903.111,fiat
Australian Dollar,25254.506,fiat
Bangladeshi Taka,1775290.823,fiat
Bahraini Dinar,6461.571,fiat
Bermudian Dollar,17165.491,fiat
Brazil Real,89912.846,fiat
Canadian Dollar,23563.928,fiat
Swiss Franc,16051.468,fiat
Chilean Peso,14794594.143,fiat
Chinese Yuan,119432.342,fiat
Czech Koruna,395528.98,fiat
Danish Krone,121222.703,fiat
Euro,16283.734,fiat
British Pound Sterling,14004.071,fiat
Hong Kong Dollar,133651.378,fiat
Hungarian Forint,6821909.783,fiat
Indonesian Rupiah,267833169.838,fiat
Israeli New Shekel,58689.675,fiat
